total_sqft,bhk,baths,prices_lakh,area_ Built-up Area,area_ Carpet Area,area_ Plot Area,area_ Super built-up Area,price_per_sqft,Burari,Dilshad Colony,Dilshad Garden,Dwarka Mor,Hari Nagar,Laxmi Nagar,Mahavir Enclave,Mehrauli,Mohan Garden,Om Vihar,Paschim Vihar,Pitampura,Sector 16 Rohini,Sector 22 Rohini,Shahadra,Tilak Nagar,Uttam Nagar,Vikas Puri,Vishnu Garden
490,1,1,23,0,1,0,0,4693.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1,1,75,0,0,0,1,11538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,2,2,78,0,1,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,85,0,1,0,0,18888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,2,2,90,0,1,0,0,9424.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,2,45,0,0,0,1,13081.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,2,45,0,0,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,55,0,1,0,0,8461.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,110,1,0,0,0,12222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2,2,50,0,0,0,1,7407.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,2,53,0,1,0,0,7066.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,35,1,0,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1,1,11.5,0,0,0,1,2129.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,40,0,0,0,1,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2,2,100,0,1,0,0,15243.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1,1,32,0,1,0,0,6189.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,1,15,1,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,75,0,1,0,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,3,2,75,1,0,0,0,8241.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1,1,16.25,0,0,0,1,3282.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1,1,20.5,0,0,0,1,4880.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,145,0,1,0,0,16111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,3,2,80,0,1,0,0,8421.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,2,2,160,0,1,0,0,18327.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,75,0,0,0,1,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1,1,22,0,1,0,0,6285.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1,1,85,0,1,0,0,13076.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,2,63,0,1,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2,2,133,0,1,0,0,17592.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,2,1,55,0,1,0,0,8029.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,3,3,140,0,1,0,0,15217.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,1,105,0,1,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,1,110,0,1,0,0,14666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,1,1,36,1,0,0,0,5034.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,2,2,170,1,0,0,0,17894.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,35,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,1,64,1,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,22,0,0,0,1,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,80,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1,1,27,0,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,70,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,35,1,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,2,2,100,0,1,0,0,10526.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,55,1,0,0,0,7638.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1,1,20,0,1,0,0,5633.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,50,0,0,0,1,7692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,1,48,0,0,0,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,1,14,0,1,0,0,4666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2,1,75,0,0,0,1,11904.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2,2,65,0,1,0,0,10030.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,125,0,0,1,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,2,90,1,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,1,1,68,1,0,0,0,12363.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,1,36,1,0,0,0,11538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,95,0,0,0,1,10555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,2,2,100,0,1,0,0,16611.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,2,1,55,0,1,0,0,8233.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,22,0,0,0,1,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,1,100,0,1,0,0,33333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,1,1,105,1,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,1,1,8,0,0,0,1,1622.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,2,2,140,0,0,0,1,15730.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,2,13,0,1,0,0,2888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,2,60,0,1,0,0,12396.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,2,2,85,0,0,0,1,10625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1,1,16.5,0,1,0,0,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,70,0,1,0,0,9722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,62,1,0,0,0,9538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,125,0,1,0,0,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,97,0,0,1,0,14923.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,2,2,70,0,1,0,0,8641.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,20,0,1,0,0,4444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,1,2,65,1,0,0,0,11818.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1,1,16,1,0,0,0,3902.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1,1,15,0,0,0,1,3658.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,2,1,85,0,1,0,0,10119.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,65,0,1,0,0,14444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,20,0,1,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,23,1,0,0,0,5111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,1,150,0,0,1,0,16666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,1,40,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2,2,56,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,2,2,82,0,1,0,0,10875.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2,3,115,1,0,0,0,19166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,3,3,96,1,0,0,0,10631.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1,1,35,0,1,0,0,5982.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,32,0,1,0,0,7111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,2,2,60,0,1,0,0,8219.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,2,18.5,0,1,0,0,5138.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,2,82,0,1,0,0,10889.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1,1,17,0,0,0,1,3695.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,92,0,1,0,0,12777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,2,2,130,0,1,0,0,13265.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2,2,45,0,1,0,0,7031.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,200,1,0,0,0,22222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,1,36,1,0,0,0,11538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,1,65,0,1,0,0,8666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,2,2,175,0,1,0,0,20325.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,76,0,1,0,0,8444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,3,3,140,0,0,0,1,15486.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2,1,72,0,1,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,1,1,27.5,1,0,0,0,8160.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,125,0,0,0,1,13888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,2,55,0,1,0,0,7857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,2,14.5,0,1,0,0,3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,18,0,0,0,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2,1,51,0,0,0,1,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,25,0,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,220,0,0,1,0,24444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,62,0,0,0,1,9538.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,22,0,0,0,1,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,1,15,0,0,0,1,3191.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,35,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1,1,40,0,0,0,1,6153.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,1,1,35,1,0,0,0,7743.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,2,2,110,0,1,0,0,13126.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,1,1,14,0,1,0,0,2886.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,1,45,1,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,1,17,0,1,0,0,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,32,0,0,0,1,7111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,85,0,1,0,0,9444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,1,1,40,0,0,0,1,8849.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,2,95,0,1,0,0,12616.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,70,0,0,0,1,10769.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,23,1,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,1,79,1,0,0,0,10972.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1,1,40,0,1,0,0,4210.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1,1,23,0,1,0,0,4554.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1,1,40,1,0,0,0,8080.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,25,0,1,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,21,0,1,0,0,4666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,70,0,0,0,1,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,34.99,1,0,0,0,7775.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,1,1,58,0,1,0,0,9206.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,45,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,3,3,82,1,0,0,0,8471.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2,2,49,0,1,0,0,7561.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1,1,13,0,1,0,0,3714.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,2,2,62,0,1,0,0,8587.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,50,0,1,0,0,7692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,1,90,0,1,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,70,1,0,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,2,2,145,0,1,0,0,15263.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1,1,55,0,0,0,1,7857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,45,0,1,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,68,0,1,0,0,7555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,2,120,0,1,0,0,17142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,24,0,0,0,1,5333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,3,2,125,0,0,0,1,13827.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2,2,62,1,0,0,0,9567.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,12.99,0,1,0,0,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,1,10.5,0,1,0,0,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,85,0,1,0,0,11805.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,14,0,1,0,0,3111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,2,2,68,1,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,80,0,1,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1,1,24,0,1,0,0,6030.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,2,2,55,0,1,0,0,7051.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,110,1,0,0,0,12222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,105,0,1,0,0,11666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2,2,95,1,0,0,0,11176.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,80,1,0,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2,2,45,1,0,0,0,7142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,22,1,0,0,0,4888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,1,1,135,0,0,1,0,14835.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1,1,30,1,0,0,0,8571.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,140,0,1,0,0,15555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,1,25,0,0,0,1,8012.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,64,1,0,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2,2,135,0,1,0,0,15882.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,1,24,0,0,0,1,7973.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,1,1,55,0,1,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,2,2,95,0,1,0,0,11473.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,2,2,95,1,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1,1,13.95,0,1,0,0,4189.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,1,1,1.08,0,1,0,0,196.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,1,25,0,1,0,0,8064.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,1,29,0,1,0,0,9634.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,44.1,0,0,0,1,8820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,75,1,0,0,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2,2,56,0,1,0,0,8235.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,15,0,1,0,0,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,1,1,80,0,1,0,0,8888.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,2,2,77,0,0,0,1,9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,35,0,1,0,0,7777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2,2,60,0,1,0,0,9259.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2,2,50,0,1,0,0,7692.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,16.5,0,1,0,0,3666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,1,12,0,1,0,0,2962.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,120,1,0,0,0,13333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1,1,20,0,1,0,0,4166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,1,24,0,1,0,0,5393.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,1,50,0,1,0,0,9363.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,3,2,175,0,0,0,1,17857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1,1,25,0,0,1,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1,1,25,0,0,0,1,7142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2,2,52,0,1,0,0,8062.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,2,60,0,1,0,0,8571.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,2,2,100,0,1,0,0,11198.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,1,80,0,0,0,1,10666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,1,15.5,0,1,0,0,4305.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,17.25,0,0,0,1,3833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,14,0,1,0,0,3111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,2,55,1,0,0,0,7333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1,1,30,0,1,0,0,5607.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,1,1,55,0,1,0,0,7638.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,1,15,0,0,0,1,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2,2,60,0,0,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,1,22.5,0,1,0,0,5555.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3,2,75,0,1,0,0,8333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,1,40,0,1,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,28,0,0,0,1,6222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1,2,40,0,1,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1,1,21,0,1,0,0,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,2,2,70,0,1,0,0,9333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,2,2,105,0,1,0,0,14726.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,12.5,0,1,0,0,2777.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,110,0,1,0,0,12222.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,3,2,90,1,0,0,0,9090.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2,2,75,1,0,0,0,11627.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,1,1,39.5,0,1,0,0,4388.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2,2,58,0,1,0,0,9666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2,2,65,0,1,0,0,10833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,3,2,95,0,1,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,2,2,65,1,0,0,0,8104.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,2,42,1,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,1,21,0,1,0,0,6104.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,135,0,1,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,100,0,0,0,1,11111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,16.75,1,0,0,0,3722.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2,2,85,1,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,2,2,115,0,1,0,0,15131.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2,2,135,0,1,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1,1,30,0,0,0,1,4285.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
